,page,country,rev_id
33876,Aung Kyi,Myanmar,797016749
33877,Malak Azmat Khan,Pakistan,797017980
33878,Liang Lingzan,China,797018285
33879,Sin Sukju,"Korea, South",797019806
33880,Awad al-Baraasi,Libya,797020109
33881,Azadeh Shafiq,Iran,797021302
33882,Aziz Akhannouch,Morocco,797021594
33883,Aziz Duwaik,Palestinian Territory,797021613
33884,Mohammed Kuti,Kenya,797023837
33885,Alfons Siffer,Belgium,797025612
33886,Alfredo Nobre da Costa,Portugal,797026004
33887,Mustapha B. Wadda,Gambia,797027037
33888,Abdolvahed Mousavi Lari,Iran,797027368
33889,Abdulkarim Al-Arhabi,Yemen,797027777
33890,Barney Danson,Canada,797027806
33891,Kashi Paudel,Nepal,797028909
33892,Joseph Obgeb Jimmy,Namibia,797028914
33893,Mun Song-sul,"Korea, South",797028964
33894,Bakhtiar Amin,Iraq,797029376
33895,Miriam Dell,New Zealand,797029702
33896,Lord Charles Somerset,Cape Colony,797029963
33897,Sardar Bahadur Ahmed Khan,Pakistan,797030894
33898,Bandar bin Sultan Al Saud,Saudi Arabia,797031815
33899,Blairo Maggi,Brazil,797031831
33900,Anghel Nour,Moldova,797032130
33901,Rufino de Elizalde,Argentina,797033423
33902,Aminata Touré,Senegal,797033657
33903,Baqir Jabr al-Zubeidi,Iraq,797033786
33904,Abdelbaki Hermassi,Tunisia,797034094
33905,Abdul Hamid Khan (politician),Pakistan,797035244
33906,Mame Madior Boye,Senegal,797035392
33907,Tanasije Dinić,Serbia,797035504
33908,Francisco de Cabrera,Argentina,797036771
33909,Vasily Nebenzya,Russia,797036893
33910,Shailendra Kumar Upadhyaya,Nepal,797037642
33911,Count Karl Sigmund von Hohenwart,Austria,797037653
33912,Abdeslam Bouchouareb,Algeria,797037799
33913,Bashir Tofa,Nigeria,797039755
33914,Piero Colonna,Italy,797040260
33915,Bassem Ouda,Egypt,797040401
33916,Manuel Tilman,East Timorese,797040695
33917,Anatoly Aksakov,Russia,797040989
33918,Rosen Vladimirov,Bulgaria,797042027
33919,Rudolf Bahro,Germany,797043131
33920,Xiang Jingyu,China,797043445
33921,Juan José Torres,Bolivia,797044999
33922,Amanullah Khan,Afghanistan,797048177
33923,Barry S. Wynn,United States,797049556
33924,Jacques Poos,Luxembourg,797050751
33925,Andrew Mald,Papua New Guinea,797051243
33926,Gertraud Wagner-Schöppl,Austria,797051931
33927,Simeon Daniel,Saint Kitts and Nevis,797053483
33928,Benjamín Medrano Quezada,Mexico,797056681
33929,Sibakatullah Ansari,India,797060452
33930,Taj al-Din al-Hasani,Syria,797060485
33931,Ignatz Bubis,Germany,797061746
33932,Arthur Ranc,France,797063451
33933,Aarno Yrjö-Koskinen,Finland,797064591
33934,Hjalmar J. Procopé,Finland,797065587
33935,Onni Talas,Finland,797067445
33936,Samuela Vunivalu,Fiji,797068386
33937,Independence Club,"Korea, South",797070010
33938,Independence Gate,"Korea, South",797070013
33939,Kim Kyu-sik,"Korea, South",797070016
33940,Lee Kyu-wan,"Korea, South",797070025
33941,People's joint association,"Korea, South",797070030
33942,Philip Jaisohn (statue),"Korea, South",797070032
33943,Seo Jae-chang,"Korea, South",797070033
33944,Tongnip Sinmun,"Korea, South",797070040
33945,Yeongeunmun,"Korea, South",797070042
33946,Viorel Cibotaru,Moldova,797071557
33947,Mike Jakubo (curler),Canada,797072045
33948,Zeenat Karzai,Afghanistan,797072546
33949,Henry Hesketh Bell,Nigeria,797072646
33950,Ana Botella,Spain,797074027
33951,Ahmed Wali Karzai,Afghanistan,797074740
33952,Elaheh Rastgou,Iran,797076595
33953,Alexander Bovin,Russia,797077675
33954,Eliza Roszkowska Öberg,Poland,797082323
33955,Ali Saberi,Iran,797084475
33956,Ali Soufi,Iran,797084602
33957,Ahmed Al-Eissa,Saudi Arabia,797085691
33958,Lia Finocchiaro,Australia,797086564
33959,Miklós Vay,Hungary,797086691
33960,Anthony Akoto Osei,Ghana,797087215
33961,Burhanuddin Rabbani,Afghanistan,797089185
33962,Bob Attersley,Canada,797089442
33963,Lizzy van Dorp,Netherlands,797090376
33964,Bob McDonald (politician),Canada,797090959
33965,Empress Dowager Xiaojing,China,797092407
33966,Michael Ranzenhofer,United States,797094937
33967,Oyunerdene Luvsannamsrai,Mongolia,797097309
33968,Víctor Castro (landowner),United States,797097345
33969,Brad Courtney,United States,797098442
33970,Georges Marsan,Monaco,797099265
33971,Abu Hussain Sarkar,Pakistan,797100120
33972,Brahim Zniber,Morocco,797101728
33973,René-Dambert Ndouane,Congo,797103048
33974,Heli Paasio,Finland,797103401
33975,Eduardo Angeloz,Argentina,797103519
33976,Arthur Robes,Philippines,797116148
33977,Nexhmije Hoxha,Albania,797116789
33978,Ahmed Yassin,Palestinian Territory,797122322
33979,M. M. Rajendran,India,797122457
33980,William Bullock Ives,Canada,797123861
33981,Uran Botobekov,Kyrgyzstan,797131001
33982,Marta Larraechea,Chile,797131546
33983,Carlos Ibáñez del Campo,Chile,797131867
33984,Pedro Opaso,Chile,797132058
33985,C. Louis Kincannon,United States,797133197
33986,List of heads of state of Romania,Romania,797135576
33987,Cabot family,United States,797136951
33988,Li Yu (Southern Tang),China,797137702
33989,Jorge Santos (politician),Cape Verde,797137968
33990,Elbio Rosselli,Uruguay,797145137
33991,Zheng Zhilong,China,797147841
33992,Caren Merrick,United States,797149477
33993,Carl Venne,United States,797150597
33994,Carlo Bo,Italy,797150905
33995,Carlos Eugenio Vides Casanova,Salvadoran,797151261
33996,Sun Lih-chyun,Taiwan,797151419
33997,Jen Hong,Taiwan,797151962
33998,Inayatullah Khan,Afghanistan,797153892
33999,Anvar Juraboev,Uzbekistan,797154931
34000,Nasrullah Khan (Afghanistan),Afghanistan,797155187
34001,Carsten Linnemann,Germany,797155740
34002,Mohammad Azam Khan,Afghanistan,797156968
34003,Mohammad Afzal Khan,Afghanistan,797157277
34004,Fred Ohene-Kena,Ghana,797157520
34005,Sim Ann,Singapore,797159286
34006,Rafael Pardo Rueda,Colombia,797159443
34007,Catherine Pinhas,Canada,797159542
34008,Ramona Mănescu,Romania,797161349
34009,Cecilia Kadzamira,Malawi,797161472
34010,Cemile Giousouf,Germany,797162545
34011,Kostas Karras,Greece,797166153
34012,Charles Blé Goudé,Ivorian,797168824
34013,Phillip Chiyangwa,Zimbabwe,797170378
34014,Charles-Ange Laisant,France,797171790
34015,Victor Ambartsumian,Russia,797172233
34016,Lakhdar Brahimi,Algeria,797172347
34017,John Carnie,Australia,797174173
34018,Henri Helou,Lebanon,797179482
34019,Khalid Mehmood Soomro,Pakistan,797179978
34020,Jakob Stämpfli,Switzerland,797181078
34021,Ch. Chhunga,India,797181768
34022,Meir Dizengoff,Israel,797181959
34023,Mohamed Khaled Nordin,Malaysia,797182387
34024,Vlada Ilić,Serbia,797182514
34025,Albulena Haxhiu,Albania,797183093
34026,Léon-Alfred Opimbat,Congo,797183186
34027,Gheorghe Grigore Cantacuzino,Romania,797184306
34028,Mohammad Shafi Bhat,India,797184459
34029,Nicolas Schmit,Luxembourg,797191840
34030,Vivian Balakrishnan,Singapore,797193123
34031,Adnan Jashari,Macedonia,797194590
34032,Radmila Šekerinska,Macedonia,797194679
34033,Noemí Rial,Argentina,797194878
34034,Peder Griffenfeld,Denmark,797200722
34035,Mia Davies,Australia,797202076
34036,Freddie Webb,Philippines,797203312
34037,Heo Jeok,"Korea, South",797204242
34038,Heo Mok,"Korea, South",797204305
34039,Katerina Batzeli,Greece,797212152
34040,Gabriel Valère Eteka Yemet,Congo,797212223
34041,Augustin Dumon-Dumortier,Belgium,797213149
34042,Akhmed Zakayev,Chechen,797214106
34043,Oluranti Adebule,Nigeria,797214276
34044,Mick Wallace,Ireland,797214851
34045,Beriz Belkić,Bosnia-Herzegovina,797214902
34046,Ioan Kalinderu,Romania,797215649
34047,Mary Fitzpatrick,Ireland,797215679
34048,Ahmad Behzad,Afghanistan,797216331
34049,Abdollah Javadi-Amoli,Iran,797217235
34050,Esther-Mirjam Sent,Netherlands,797217369
34051,List of current members of the National Assembly of Botswana,Botswana,797217603
34052,Andreas Shipanga,Namibia,797218947
34053,Bello Mohammed Tukur,Nigeria,797218957
34054,Hermanus Beukes,Namibia,797219044
34055,Andrzej Kosztowniak,Poland,797219544
34056,Marleen Barth,Netherlands,797220219
34057,Boris Skossyreff,Andorra,797220803
34058,Bronisław Pieracki,Poland,797221123
34059,Jeannette Kagame,Rwanda,797221138
34060,Butterworth Stavely,Pitcairn Islands,797221428
34061,Raj Kumar Jaichandra Singh,India,797221701
34062,Morgan Johansson,Sweden,797222689
34063,Abu Mbawa Kongobah,Sierra Leone,797222969
34064,Abdelkader Lecheheb,Morocco,797223839
34065,Bob Ryan (mayor),United States,797223921
34066,Chea Sim,Cambodia,797224256
34067,Achérif Ag Mohamed,Mali,797224288
34068,Klas Eklund,Sweden,797224391
34069,Abba Eban,South Africa,797225018
34070,Pál Szende,Hungary,797225302
34071,René Monory,France,797225744
34072,Chenjerai Hunzvi,Zimbabwe,797225827
34073,Anne Makinda,Tanzania,797226900
34074,Addie Morrow,Ireland,797228964
34075,Naim Moghabghab,Lebanon,797233551
34076,Wang Suyi,China,797233882
34077,Markel Olano,Spain,797234027
34078,Michał Janiszewski,Poland,797236446
34079,Chou Ching-yu,Taiwan,797236452
34080,Chris Lea,Canada,797238959
34081,Allan Marat,Papua New Guinea,797240319
34082,Haj Ali Razmara,Iran,797241192
34083,Christine Hamilton,United Kingdom,797243617
34084,Alfredo Baldomir,Uruguay,797244796
34085,Dámaso Antonio Larrañaga,Uruguay,797245080
34086,Christopher Porter,Canada,797246308
34087,Lesya Orobets,Ukraine,797246374
34088,Hanna Louisa Bissiw,Ghana,797247588
34089,Jean-Pierre Jouyet,France,797248976
34090,Chungsen Leung,Taiwan,797249053
34091,Francisque-Joseph Ramey de Sugny,France,797249657
34092,Alberto João Jardim,Portugal,797249952
34093,"George Bridges, Baron Bridges of Headley",United Kingdom,797255404
34094,Charles Emile Wickersheimer,France,797255610
34095,Claude Cheysson,France,797256889
34096,Kalkot Mataskelekele,Vanuatu,797258015
34097,Iolu Abil,Vanuatu,797258033
34098,Donald Kalpokas,Vanuatu,797258108
34099,Maxime Carlot Korman,Vanuatu,797258122
34100,Serge Vohor,Vanuatu,797258152
34101,Barak Sopé,Vanuatu,797258174
34102,Ham Lini,Vanuatu,797258223
34103,Moana Carcasses Kalosil,Vanuatu,797258296
34104,Joe Natuman,Vanuatu,797258321
34105,Ahmad Fanakati,China,797258332
34106,Clementa C. Pinckney,United States,797258429
34107,Elmira Minita Gordon,Belize,797258755
34108,Sheikh Mansur,Chechen,797258871
34109,Subash Chandra Nembang,Nepal,797258929
34110,Frederick John Jackson,Kenya,797262615
34111,Abul Kalam Shamsuddin,Bangladesh,797265190
34112,Fatemeh Rakeei,Iran,797265561
34113,Zahra Nejadbahram,Iran,797267764
34114,"Members of the National Parliament of Papua New Guinea, 1977–1982",Papua New Guinea,797268956
34115,Angelica Jones,Philippines,797270565
34116,Ad de Boer,Netherlands,797271335
34117,Jean Baptiste Antoine Auget de Montyon,France,797273786
34118,Suren Shadunts,Armenia,797274423
34119,W. Wilkinson,United Kingdom,797275921
34120,Lin Shih-chia (politician),Taiwan,797278084
34121,Iris Falcam,Federated States of Micronesia,797278130
34122,Peng Wan-ru,Taiwan,797278653
34123,Jewel Taylor,Liberia,797278803
34124,Isabel da Costa Ferreira,East Timorese,797279277
34125,Juan Nepomuceno Solá,Spain,797279932
34126,Nyam-Osoryn Tuyaa,Mongolia,797282445
34127,Concepcion Picciotto,Spain,797284068
34128,Iakoba Italeli,Tuvalu,797287392
34129,Abulhassan Navab,Iran,797288875
34130,Controversies of Mahmoud Ahmadinejad,Iran,797289765
34131,Coos Huijsen,Netherlands,797290694
34132,Hendrik Mentz,South Africa,797291164
34133,Chris Simcox,United States,797291537
34134,Cornelius the First,Canada,797292539
34135,Rustam Minnikhanov,Russia,797293778
34136,Han Eum,"Korea, South",797294137
34137,Kawlo Iyun Pacidal,Taiwan,797298414
34138,Huang Hsiu-fang,Taiwan,797298510
34139,Wang Huei-mei,Taiwan,797298511
34140,Criminal cases against Yulia Tymoshenko since 2010,Ukraine,797298725
34141,Viviane Biviga,Gabon,797300471
34142,Mick Palmer,Australia,797301172
34143,Ha Wiji,"Korea, South",797302131
34144,John Henry (Cook Islands politician),Cook Island,797303432
34145,Geoffrey Henry,Cook Island,797303508
34146,Albert Henry (politician),Cook Island,797303536
34147,Margaret Magill,New Zealand,797303861
34148,Cy Gonick,Canada,797304346
34149,Mamadou Dembelé,Mali,797304423
34150,Louis Lansana Beavogui,Guinea,797306053
34151,Louise Asher,Australia,797306111
34152,Badar Uddin Ahmed Kamran,Bangladesh,797306650
34153,Sue Wood,New Zealand,797306751
34154,Abdullah Al Kafi,Bangladesh,797307293
34155,Herman Lieberman,Poland,797307688
34156,Whitfield family of the United States,United States,797307861
34157,Alexandru Papadopol-Calimah,Romania,797308075
34158,Daijiro Hashimoto,Japan,797308868
34159,Heather Butler,Australia,797308955
34160,Dan Etete,Nigeria,797311518
34161,Dan Hilton,Canada,797311794
34162,Roy Welensky,Rhodesian,797314307
34163,Sarah Courtney,Australia,797314370
34164,June Craig,Australia,797314484
34165,Lily D'Ambrosio,Australia,797315387
34166,Mother Mushroom,Vietnam,797317473
34167,John Alexander (Australian politician),Australia,797318162
34168,Amjad Ali (civil servant),Pakistan,797318770
34169,Miguel Ángel Blanco,Spain,797322929
34170,Dave Porter (politician),Canada,797323057
34171,Luke Leake,Australia,797323617
34172,Muhammad IV al-Hadi,Tunisia,797323885
34173,Muhammad Kudarat,Philippines,797323903
34174,Mikael Ljungman,Sweden,797327162
34175,David Kerr (English politician),United Kingdom,797328523
34176,David Lewis (politician),Canada,797329058
34177,Boniface Alexandre,Haiti,797329230
34178,Kate Carnell,Australia,797330303
34179,David Norris (politician),Ireland,797330309
34180,David Orlikow,Canada,797330459
34181,Rosemary Follett,Australia,797330662
34182,David Shiner (politician),Canada,797331769
34183,Ophelia Hoff Saytumah,Liberia,797331923
34184,Mary Broh,Liberia,797331960
34185,David de Burgh Graham,Canada,797333347
34186,Deb Callahan,United States,797339419
34187,Bhagwan Das Gupta,Nepal,797340061
34188,Hayat Sherpao,Pakistan,797340602
34189,Rida Pasha al-Rikabi,Jordan,797341514
34190,Delbar Jan Arman,Afghanistan,797343976
34191,Nagore E. M. Hanifa,India,797344435
34192,Deng Weizhi,China,797346875
34193,Denis Rocan,Canada,797347498
34194,Nadine Heredia,Peru,797348360
34195,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410
34196,Emilio Floris,Italy,797353931
34197,David Dacko,Central African Republic,797357207
34198,Mirza Dilshad Beg,Nepal,797358306
34199,Juan Manuel de Salcedo,Spain,797358582
34200,FD Iskandar,Malaysia,797360151
34201,José Antonio Acosta,Spain,797362441
34202,Margaret Wright (American politician),United States,797362699
34203,Nickey Browning,United States,797362969
34204,Sunil Chhatrapal Kedar,India,797363573
34205,Dmitry Dmitriyevich Smyshlyayev,Russia,797368400
34206,Abd al-Karim al-Jundi,Syria,797368628
34207,Paddy Webb,New Zealand,797369399
34208,Ngoako Ramatlhodi,South Africa,797371789
34209,List of female members of the Islamic Consultative Assembly,Iran,797372983
34210,László Lukács,Hungary,797373116
34211,Donald Carrick,Canada,797380019
34212,Mikola Statkevich,Belarus,797383818
34213,Carlos Humberto Reyes,Hondura,797385790
34214,Carlos Brandão,Brazil,797390869
34215,Henry Naisali,Tuvalu,797391518
34216,Alireza Monadi,Iran,797394304
34217,Mahmoud Abbaszadeh Meshkini,Iran,797394313
34218,Hassan Sobhani,Iran,797394384
34219,Ghasem Sholeh-Saadi,Iran,797394412
34220,Ali Akbar Javanfekr,Iran,797394636
34221,Count Wenzel Chotek of Chotkow and Wognin,Austria,797396001
34222,Apolônio de Carvalho,Brazil,797398783
34223,Mohammed Saleh Bendjelloul,Algeria,797399413
34224,Benedicto Kiwanuka,Uganda,797399615
34225,George T. Washington (Liberia),Liberia,797400882
34226,Şevket Dağ,Turkey,797401407
34227,Alain Akouala Atipault,Congo,797401685
34228,Marlene Jennings,Canada,797402155
34229,Felix Lichnowsky,Germany,797402657
34230,Yeung Kwo,Malaysia,797403713
34231,Hassan Khaled,Lebanon,797404736
34232,Dawda Jawara,Gambia,797405018
34233,K. Jeyakody,Sri Lanka,797405285
34234,Þórunn Sveinbjarnardóttir,Iceland,797405716
34235,Bhairab Dutt Pande,India,797407357
34236,Abel Muzorewa,Rhodesian,797407618
34237,William Henry Piddington,Australia,797409734
34238,Irina Berezhna,Ukraine,797410407
34239,Safar Abiyev,Azerbaijan,797412621
34240,Eduardo Cunha,Brazil,797413400
34241,Edward Chindori-Chininga,Zimbabwe,797414978
34242,Edward Greenspan,Canada,797415443
34243,Ekaterina Zakharieva,Bulgaria,797417810
34244,Edwin A. Goodman,Canada,797417833
34245,Ivaylo Moskovski,Bulgaria,797418034
34246,Temenuzhka Petkova,Bulgaria,797418096
34247,Kostiantyn Yelisieiev,Ukraine,797418156
34248,Evgeniy Udod,Ukraine,797418290
34249,Effat Marashi,Iran,797418650
34250,Eitaro Itoyama,Japan,797420967
34251,Elaine Trepper,Namibia,797422099
34252,John Bell Williams,United States,797422904
34253,John M. Clayton (Arkansas),United States,797424208
34254,Elijah Harper,Canada,797426664
34255,Hellot Matson Mampouya,Congo,797428800
34256,Pierre Mabiala,Congo,797429659
34257,Ellawala Medhananda Thero,Sri Lanka,797429835
34258,Philippe Thoby-Marcelin,Haiti,797430784
34259,Claude Alphonse Nsilou,Congo,797431025
34260,Emil Moeller,Canada,797434963
34261,Munga Mibindo,"Congo, Dem. Rep. of",797435100
34262,Ker Chien-ming,Taiwan,797436566
34263,Mohamed Aden Sheikh,Somalia,797438398
34264,Emília Pires,East Timorese,797438594
34265,George Klay Kieh,Liberia,797439349
34266,Enric Duran,Spain,797441711
34267,Hu Nim,Cambodia,797444265
34268,Eugene Atkinson,United States,797445717
34269,Eric Lenge,"Congo, Dem. Rep. of",797446004
34270,Andy Ireland,United States,797446083
34271,James W. Grant,United States,797446113
34272,Yusuf Lule,Uganda,797449179
34273,Augustine Bwanausi,Malawi,797449401
34274,Bruce McKenzie,Kenya,797449627
34275,Peter Mohr Dam,Faroese,797450160
34276,Esther Neira de Calvo,Panama,797450746
34277,Eugène Rhéaume,Canada,797452786
34278,Artur Sirk,Estonia,797454727
34279,Steven Sim,Malaysia,797458550
34280,Sangad Chaloryu,Thailand,797460848
34281,Jose Agerre,Spain,797462323
34282,Igor Pavličić,Serbia,797463563
34283,Fakhrossadat Mohtashamipour,Iran,797464630
34284,Fatemeh Bodaghi,Iran,797468673
34285,Fatemeh Hashemi Rafsanjani,Iran,797468681
34286,Eli Houston Murray,United States,797469359
34287,Jean Kapata,Zambia,797469872
34288,Cabinet of Somalia,Somalia,797471817
34289,Sophie Mirabella,Australia,797472793
34290,Visar Ymeri,Albania,797474291
34291,Kazimierz Badowski,Poland,797478791
34292,First Lady of Egypt,Egypt,797479352
34293,First Lady of Gabon,Gabon,797479367
34294,Gopi Chand Bhargava,India,797479404
34295,Empress He (Han dynasty),China,797480163
34296,Fowsiyo Yusuf Haji Adan,Somalia,797480732
34297,Philip Bermingham,Ireland,797485626
34298,"Pedro Gomes de Abreu, 3rd Lord of Regalados",Portugal,797485796
34299,"Georg Adam, Prince of Starhemberg",Austria,797485827
34300,Umar Barde Yakubu,Nigeria,797486598
34301,John Estrete,Ireland,797486938
34302,Abdoulaye Touré,Guinea,797488593
34303,Abdourahamane Diallo,Guinea,797488603
34304,Alassane Diop,Guinea,797489642
34305,Alioune Dramé,Guinea,797490142
34306,Alpha Oumar Barry,Guinea,797490351
34307,Andon Beça,Albania,797490997
34308,André Gustave Anguilé,Gabon,797491115
34309,Pedro Figari,Uruguay,797491908
34310,Augustus Molade Akiwumi,Ghana,797493061
34311,Jacob Haugaard,Denmark,797493235
34312,Knút Wang,Faroese,797493287
34313,Aye Kyaw,Myanmar,797493349
34314,Sjúrður Skaale,Faroese,797493405
34315,Bahi Ladgham,Tunisia,797493684
34316,Balla Camara,Guinea,797493869
34317,Peter Nyot Kok,Sudan,797494279
34318,Bawa Andani Yakubu,Ghana,797494501
34319,Ben Nsibandze,Swaziland,797494822
34320,Bengaly Camara,Guinea,797494869
34321,Faysal al-Shaabi,Yemen,797496114
34322,Maryam Mojtahedzadeh,Iran,797497426
34323,Zahra Shojaei,Iran,797497721
34324,Zohreh Tabibzadeh-Nouri,Iran,797497956
34325,Syed Munir Hussain Gilani,Pakistan,797498448
34326,Eva Maydell,Bulgaria,797498910
34327,Mohammed Mahdi al-Bayati,Iraq,797498991
34328,List of female members of the Cabinet of Iran,Iran,797499103
34329,Carlos López Contreras,Hondura,797499354
34330,Jaime Guzmán,Chile,797500191
34331,Charles Arden-Clarke,Botswana,797500323
34332,Sergei Tsekov,Ukraine,797500719
34333,Periklis Argyropoulos,Greece,797502471
34334,Gladys Berejiklian,Australia,797503149
34335,Michael Egan (Australian politician),Australia,797503500
34336,Deng Nan,China,797503986
34337,Abdul-Wali al-Shameri,Yemen,797505289
34338,Damantang Camara,Guinea,797505363
34339,Damyan Velchev,Bulgaria,797505420
34340,Danny Joe,Canada,797505574
34341,David Ejoor,Nigeria,797505812
34342,David Stupich,Canada,797506199
34343,Bektas Beknazarov,Kazakhstan,797506808
34344,Mojtaba Samareh Hashemi,Iran,797508479
34345,Doug Mowat,Canada,797509369
34346,Désiré Rakotoarijaona,Madagascar,797510197
34347,Ed Picco,Canada,797510935
34348,Fuad al-Rikabi,Iraq,797511890
34349,Eugen von Albori,Bosnia-Herzegovina,797514505
34350,Isidore Ramishvili,Russia,797515786
34351,Zaynab an-Nafzawiyyah,Morocco,797516626
34352,Rana Muhammad Afzal,Pakistan,797516710
34353,Htay Oo,Myanmar,797518641
34354,Angie Motshekga,South Africa,797518966
34355,Choe Yong-gon (vice-premier),"Korea, South",797521133
34356,Petru Groza,Romania,797526165
34357,Roy Ferguson,New Zealand,797528115
34358,Roberto di Ridolfi,Italy,797533233
34359,Andrzej Rafałowicz,Poland,797533722
34360,Elvira Rodríguez,Spain,797539684
34361,František Ladislav Rieger,Czech Republic,797539957
34362,Józef Zabiełło,Poland,797541245
34363,Francisco Pereira de Moura,Portugal,797541953
34364,Ignacio Walker,Chile,797545522
34365,Norman Mashabane,South Africa,797545655
34366,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082
34367,Aleksandar Protogerov,Bulgaria,797546280
34368,Presidents of the Regional Government of Madeira,Portugal,797550111
34369,Alicia Cawiya,Ecuador,797550403
34370,Sassui Palijo,Pakistan,797551614
34371,Tanzila Aamir Cheema,Pakistan,797554934
34372,Mohamed Yonis,Somalia,797555172
34373,Hishamuddin Rais,Malaysia,797555519
34374,Ali Larijani,Iran,797556144
34375,Phil Piratin,United Kingdom,797557779
34376,Rodrigo Pinto Pizarro Pimentel de Almeida Carvalhais,Portugal,797558090
34377,Vladislav Goranov,Bulgaria,797558117
34378,Jacqueline van Rysselberghe,Chile,797560309
34379,"Howe Browne, 2nd Marquess of Sligo",Jamaica,797562352
34380,Henri Maïdou,Central African Republic,797563318
34381,Philip Leakey,Kenya,797565183
34382,Paul Everingham,Australia,797565719
34383,Allan Rosenberg (spy),United States,797566520
34384,José Antonio Kast,Chile,797567021
34385,Ada Maza,Argentina,797567589
34386,Sayed Anwar Rahmati,Afghanistan,797570527
34387,Isaac Fletcher (MP),United Kingdom,797571634
34388,Nazir Ahmed Khan (politician),Pakistan,797572336
34389,Roland Bouiti-Viaudo,Congo,797572670
34390,Selmo Cikotić,Bosnia-Herzegovina,797573033
34391,Douglas Barrow,United Kingdom,797573429
34392,Abdul Karim Abdullah al-Arashi,Yemen,797574730
34393,Abdul Aziz Abdul Ghani,Yemen,797574901
34394,Enrique Peñaranda,Bolivia,797575618
34395,Alexis Ndinga,Congo,797576467
34396,Roy Barreras,Colombia,797578100
34397,Empress Lü Zhi,China,797580435
34398,Nahum Levin,Israel,797582848
34399,Imam-Quli Khan,Iran,797583203
34400,Dov Shilansky,Israel,797583278
34401,Luis Villar Borda,Colombia,797584436
34402,Luis Carlos Villegas Echeverri,Colombia,797584684
34403,Washington Jakoyo Midiwo,Kenya,797586178
34404,Silvetty Montilla,Brazil,797586350
34405,Avraham Neguise,Israel,797586608
34406,Théophile Obenga,Congo,797590012
34407,Lansana Conté,Guinea,797591254
34408,Avraham Rakanti,Greece,797591854
34409,Baruch Uziel,Israel,797591931
34410,Baruch Abuhatzeira,Israel,797592236
34411,Aharon Abuhatzira,Israel,797592259
34412,Jacques Amir,Israel,797592325
34413,Shaul Amor,Israel,797592346
34414,Danny Atar,Israel,797592377
34415,Zhang Tingyu,China,797593801
34416,Ramasamy Palanisamy,Malaysia,797595481
34417,Mohd Nasir Hashim,Malaysia,797596345
34418,Saadia Marciano,Israel,797596769
34419,Rafi Elul,Israel,797596876
34420,Sékouba Konaté,Guinea,797596949
34421,Silvan Shalom,Israel,797599378
34422,Jackie Levy,Israel,797601037
34423,Moshe Baram,Israel,797601668
34424,David Coren,Israel,797601825
34425,Bechor-Shalom Sheetrit,Israel,797601904
34426,Israel Shochat,Israel,797602596
34427,Zecharia Glosca,Israel,797602688
34428,Aharon Cohen,Israel,797602815
34429,Ma Chao-chun,China,797603786
34430,Hrant Markarian,Armenia,797605997
34431,Braulio Yaranon,Philippines,797606419
34432,Sharren Haskel,Israel,797607247
34433,Michael Gorlovsky,Israel,797607337
34434,Jabr Muadi,Israel,797607405
34435,Majalli Wahabi,Israel,797607535
34436,Rod Donald,New Zealand,797608283
34437,Roman Bartoszcze,Poland,797608534
34438,Gideon Patt,Israel,797610163
34439,Yuichiro Hata,Japan,797610804
34440,Torsten Aminoff,Finland,797613770
34441,Patrick Obahiagbon,Nigeria,797615860
34442,Olatoye Tempitope Sugar,Nigeria,797615899
34443,Karol Kuryluk,Poland,797616572
34444,Antoni Barnaba Jabłonowski,Poland,797616854
34445,Mama Koite Doumbia,Mali,797617911
34446,Sim Var,Cambodia,797618265
34447,Edward Asafu-Adjaye,Ghana,797619009
34448,Hugues Renson,France,797622321
34449,Nadeem Ehsan,Pakistan,797623209
34450,World Against Violence and Extremism,Iran,797624191
34451,Albert Joe Demby,Sierra Leone,797624341
34452,2011–12 Papua New Guinean constitutional crisis,Papua New Guinea,797625494
34453,23rd Canadian Ministry,Canada,797625846
34454,Ahmed Abdallah,Comoros,797626571
34455,Ali Banaei,Iran,797626840
34456,Ali Roba,Kenya,797626931
34457,Ali-Akbar Zargham,Iran,797626982
34458,Emma Husar,Australia,797627600
34459,William Perry (New Zealand politician),New Zealand,797630038
34460,"William Latimer, 4th Baron Latimer",United Kingdom,797630196
34461,Hector Christie,New Zealand,797632119
34462,Algie Rainbow,New Zealand,797632476
34463,Charles Gilbert White,New Zealand,797632557
34464,Bo Xilai,China,797632558
34465,Ethel Marion Gould,New Zealand,797632717
34466,Mohamed Said Pasha,Egypt,797632929
34467,William Jones (New Zealand politician),New Zealand,797633194
34468,Abdullah bin Khalid Al Thani,Qatar,797633472
34469,Angel Dzhambazki,Bulgaria,797633711
34470,Anita Tack,Germany,797634817
34471,Aster Mamo,Ethiopia,797635661
34472,Anton Luckievich,Belarus,797638066
34473,Eileen Desmond,Ireland,797639401
34474,Aram Sargsyan,Armenia,797641017
34475,Vasily Yakemenko,Russia,797644204
34476,Chansey Paech,Australia,797644545
34477,Edmon Marukyan,Armenia,797644864
34478,Charoen Suepsaeng,Thailand,797646477
34479,Chaudhry Mumtaz Ahmed Kahloon,Pakistan,797646946
34480,Asrat Desta,Ethiopia,797648414
34481,Aleksandr Sokolov (politician),Russia,797648983
